file_path,status,complete,implementation_order,sprint,next_action,audit_basis,completed_at
implementation/ai-indexing-plans/PHASE-07-tier-retrieval-prime-sources.md,full,yes,,S3-retrieval,COMPLETE — Per-field tier_preference E2E confirmed. Fixed buildTierWeightLookup to use position-based weight assignment so preferred tiers actually outrank defaults. 3 TDD tests in phase07PrimeSourcesBuilder.test.js; 0 regressions.,Sprint 3 Item 18 — TDD confirmation completed. buildTierWeightLookup now uses maxDefaultWeight position base for preferred tiers.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-08-extraction-context-wiring.md,full,yes,,S3-retrieval,COMPLETE — Lane-level tracing hardened. emitTrace in openaiClient.js confirmed: developer_mode=true writes full prompt/response; developer_mode=false writes redacted with char counts; error path writes error details. 3 TDD tests in llmTraceWriter.test.js; 0 regressions.,Sprint 3 Item 19 — Lane tracing TDD confirmation completed.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-07-tier-retrieval-prime-sources.md,full,yes,,S3-retrieval,COMPLETE — Hard identity filter implemented. filterByIdentityGate export in tierAwareRetriever.js. source_identity_match/source_identity_score propagated through evidence pool. identityFilterEnabled flag gates critical/identity fields. 5 TDD tests in retrievalIdentityFilter.test.js; 0 regressions.,Sprint 3 Item 20 — Identity filter + pool propagation implemented and wired.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-07-tier-retrieval-prime-sources.md,full,yes,,S3-retrieval,COMPLETE — Retrieval trace objects implemented. traceEnabled flag on buildTierAwareFieldRetrieval returns trace with pool_size; scored_count; accepted/rejected counts; rejected_hits (capped at 20); filter_stats. 4 TDD tests in retrievalTrace.test.js; 0 regressions.,Sprint 3 Item 21 — Retrieval traces implemented with rejection reasons and cap.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-07-tier-retrieval-prime-sources.md,full,yes,,S3-retrieval,COMPLETE — Miss diagnostics implemented. miss_diagnostics object on every field with status (satisfied/partial/miss); reasons (pool_empty/no_anchor/tier_deficit/identity_mismatch); and counters (pool_rows_scanned; anchor_match_count; preferred_tier_hit_count; identity_filtered_count; min_refs_gap). 5 TDD tests in retrievalMissDiagnostics.test.js; 0 regressions.,Sprint 3 Item 22 — Miss diagnostics with reason codes and counters.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-03-provider-search-triage.md,full,yes,,S3-retrieval,COMPLETE — SERP applicability fields added. 3 pure functions exported from searchDiscovery.js: computeIdentityMatchLevel (strong/partial/weak/none); detectVariantGuardHit; detectMultiModelHint. classifyUrlCandidate extended with identity_match_level; variant_guard_hit; multi_model_hint. 5 TDD tests in serpApplicability.test.js; 0 regressions.,Sprint 3 Item 23 — SERP applicability pure functions + classification extension.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-02-searchprofile-alias-planning.md,full,yes,,S3-retrieval,COMPLETE — SearchProfile upgraded. LLM schema accepts both string[] and Array<{query; target_fields}> via anyOf. normalizeQueryRows export coerces both formats. planDiscoveryQueriesLLM returns structured rows. searchDiscovery carries target_fields through queryCandidates. buildNeedSetDispatch uses target_fields in dispatch. 6 tests in discoveryPlanner.test.js + 1 in convergenceLoop.test.js; 0 regressions.,Sprint 3 Item 24 — Structured SearchProfile with backward-compatible schema.,2026-02-20T12:00
src/config.js + src/pipeline/runOrchestrator.js,full,yes,,S4A-convergence-tuning,COMPLETE: All convergence knobs in config.js with GUI-tunable GET/PUT /api/v1/convergence-settings endpoint (with validation). resolveMethodWeight() and resolveTierWeight() in consensusEngine.js read config knobs. LLM weight test at consensusEngine.test.js:774. Tier weight config test added Sprint 5B. 25 consensus tests pass.,Sprint 4A Item 25 — Convergence knobs wired to config + API + scoring. Test for consensusTier*Weight added 2026-02-21.,2026-02-21T13:00
src/pipeline/runOrchestrator.js (queryDedup),full,yes,,S4A-convergence-tuning,COMPLETE: allTimeQueries Set in runConvergenceLoop (line 288) tracks all queries across rounds. Dedup filter at lines 347-356. queries_deduped_count logged in convergence_round_started event. Tests 20-22 in convergenceLoop.test.js verify dedup behavior.,Sprint 4A Item 26 — Cross-round query deduplication fully implemented and tested.,2026-02-21T13:00
src/pipeline/summaryContract.js,full,yes,,S4A-convergence-tuning,"COMPLETE: Zod schema in summaryContract.js validates missing_required_fields, critical_fields_below_pass_target, confidence, validated, sources_identity_matched, provenance, fieldRules, fieldOrder, fieldReasoning, constraint_analysis, identityContext. Called at runOrchestrator.js line 389. Logs warnings on shape violations without throwing. Test suite in summaryContract.test.js.",Sprint 4A Item 27 — Summary contract schema enforced at convergence boundary.,2026-02-21T13:00
src/utils/tierHelpers.js,full,yes,,S4A-convergence-tuning,"COMPLETE: toTierNumber(), parseTierPreferenceFromRule(), parseTierPreferenceFromNeedRow() exported. Imported by needsetEngine.js and tierAwareRetriever.js. No inline duplicates remain. Full test suite in tierHelpers.test.js.",Sprint 4A Item 28 — Shared tier helpers extracted and wired. No duplicates.,2026-02-21T13:00
src/discovery/brandResolver.js,full,yes,,S4B-llm-discovery,"COMPLETE: resolveBrandDomain() with SQLite brand_domains cache + LLM fallback. Returns officialDomain/aliases/supportDomain/confidence. Imported by searchDiscovery.js (line 902). 5 tests (cache hit, LLM fallback, integration with selectManufacturerHosts).",Sprint 4B Item 29 — Fully implemented and wired. Verified 2026-02-21.,2026-02-21T14:00
src/discovery/domainSafetyGate.js,full,yes,,S4B-llm-discovery,"COMPLETE: classifyDomains() with SQLite domain_classifications cache + batch LLM classification (30/call). adult_content/malware → safe=false. Imported by searchDiscovery.js (line 1538). 3 tests (cache hit, LLM classify, block logic).",Sprint 4B Item 30 — Fully implemented and wired. Verified 2026-02-21.,2026-02-21T14:00
src/discovery/serpTriage (distributed),full,yes,,S4B-llm-discovery,COMPLETE: Implemented as serpDedupe.js (dedup) + serpReranker.js (LLM rerank with tier scoring + domain safety integration) + resultReranker.js (deterministic). All wired in searchDiscovery.js (lines 1334-1602). Tests in phase03SerpTriage.test.js (460 lines).,Sprint 4B Item 31 — Distributed across 3 modules. Fully implemented and wired. Verified 2026-02-21.,2026-02-21T14:00
src/db/specDb.js + src/db/seed.js (sourceStrategy),full,yes,,S4B-llm-discovery,"COMPLETE: source_strategy SQLite table with full schema (host, display_name, source_type, default_tier, discovery_method, search_pattern, priority, enabled, category_scope). CRUD methods: list/listEnabled/get/upsert/update/delete. Used by searchDiscovery.js (line 1290) for URL prediction source selection.",Sprint 4B Item 32 — Table + CRUD + production wiring. Verified 2026-02-21.,2026-02-21T14:00
src/discovery/urlPredictor.js,full,yes,,S4B-llm-discovery,"COMPLETE: predictSourceUrls() with LLM prediction + HEAD validation. Returns url/source_host/predicted_tier/confidence. Imported by searchDiscovery.js (line 1296). Predicted URLs injected into SERP results. 4 tests (predict, HEAD filter, fallback, schema).",Sprint 4B Item 33 — Fully implemented and wired. Verified 2026-02-21.,2026-02-21T14:00
src/discovery/escalationPlanner.js,full,yes,,S4B-llm-discovery,"COMPLETE: planEscalationQueries() with LLM surgical re-query generation. Returns query/target_fields/expected_source_type. Imported by runOrchestrator.js (line 325). Escalation queries merged into dispatch + deduped against allTimeQueries. 3 tests (escalation, schema, fallback).",Sprint 4B Item 34 — Fully implemented and wired into convergence loop. Verified 2026-02-21.,2026-02-21T14:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — Evidence index database TDD: failing tests for document insert; chunk insert; FTS query; snippet_id generation; dedupe hit detection; applicability metadata storage. 12 tests in evidenceIndexDb.test.js.,Sprint 5 Item 35 — TDD tests for EvidenceIndexDb.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — Implemented src/index/evidenceIndexDb.js with SQLite lifecycle; documents table; chunks table; facts table; write APIs. Core schema and row persistence.,Sprint 5 Item 36 — EvidenceIndexDb core schema + write + read.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — FTS5 virtual table over chunks and facts with ranked query API. Full-text search over field anchors and value patterns replaces LIKE fallback.,Sprint 5 Item 37 — FTS5 implementation.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — Stable snippet_id generation anchored to content_hash + parser version + chunker version. Deterministic IDs that survive re-runs on unchanged content.,Sprint 5 Item 38 — Stable snippet_id generation.,2026-02-20T12:00
src/scoring/consensusEngine.js (config wiring),full,yes,,S5-evidence,COMPLETE — Consensus config knobs wired for tier-weight and method-weight scoring.,Sprint 5 Item 40 — Consensus config wiring.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-08-extraction-context-wiring.md,full,yes,,S5-evidence,COMPLETE — Provider-normalized structured output parser handles non-JSON wrappers (markdown code fences; reasoning prefix/suffix text) consistently across all LLM providers.,Sprint 5 Item 41 — Structured output parser.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-01-needset-engine-field-state.md,full,yes,,S5-evidence,COMPLETE — Evidence freshness decay: computeEvidenceDecay() with exponential half-life (2^(-ageDays/decayDays)) in needsetEngine.js. Config knobs needsetEvidenceDecayDays (default 14) and needsetEvidenceDecayFloor (default 0.30). 11 tests in evidenceFreshnessDecay.test.js; 0 regressions.,Sprint 5 Item 49 — TDD implementation completed.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — Dedupe outcome events: indexDocument() return captured in runProduct.js; evidence_index_result event emitted via logger. runtimeBridge.js handler maps dedupe_outcome. Pure function buildDedupeOutcomeEvent + dedupeOutcomeToEventKey. 7 tests in dedupeOutcomeEvents.test.js; 0 regressions.,Sprint 5 Item 50 — TDD implementation completed.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-09-convergence-loop-stop-conditions.md,full,yes,,S5-evidence,COMPLETE — Phase 09 GUI proof: (63A) buildRoundSummaryFromEvents pure function in src/api/roundSummary.js. GET /api/v1/indexlab/run/:runId/rounds REST endpoint. Handles both multi-round convergence events and single-pass run fallback. runtimeBridge.js handlers for convergence events. 7 tests. (63B) Phase 09 panel in IndexingPage.tsx with round table; stop reason badge; confidence bars; NeedSet deltas. TypeScript + Vite build clean.,Sprint 5 Items 63A+63B — Backend endpoint + GUI panel implemented.,2026-02-20T12:00
implementation/ai-indexing-plans/PHASE-06A-evidence-index-database.md,full,yes,,S5-evidence,COMPLETE — Evidence index GUI enhancement: buildEvidenceSearchPayload pure function in src/api/evidenceSearch.js. Evidence index endpoint enhanced with dedupe_stream stats from NDJSON events. Phase 06A GUI panel enhanced with 5 live dedupe stream cards. 5 tests in evidenceSearchEndpoint.test.js; 0 regressions.,Sprint 5 Item 65 — Evidence search payload + GUI enhancement completed.,2026-02-20T12:00
src/api/roundSummary.js,verified_not_bug,yes,,S5B-bugfix,VERIFIED NOT A BUG: unwrapPayload() correctly handles both flat and payload-nested events. Tests at roundSummaryEndpoint.test.js:87-114 confirm both formats. 9 tests pass.,Audit finding (2026-02-20): Originally HIGH severity. Verified 2026-02-21: not a real bug — unwrapPayload handles both formats.,2026-02-21T11:00
src/api/guiServer.js (dedupe filter),verified_not_bug,yes,,S5B-bugfix,VERIFIED NOT A BUG: runtimeBridge writes transformed event names (indexed_new/dedupe_hit/dedupe_updated) to NDJSON. guiServer filter matches these correctly. Event flow verified by reading both runtimeBridge.js and guiServer.js.,Audit finding (2026-02-20): Originally HIGH severity. Verified 2026-02-21: not a real bug — runtimeBridge transforms before NDJSON write; filter matches transformed names.,2026-02-21T11:00
src/pipeline/dedupeOutcomeEvent.js,full,yes,,S5B-bugfix,COMPLETE: buildDedupeOutcomeEvent now imported by runProduct.js (replaces inline code at line 3045-3053). Parity test confirms identical output. runtimeBridge.js already imports dedupeOutcomeToEventKey. 8 tests pass.,Sprint 5B (2026-02-21): Wired module into runProduct.js. Inline duplication eliminated.,2026-02-21T11:00
src/api/guiServer.js (convergence validation),verified_not_bug,yes,,S5B-bugfix,"VERIFIED ALREADY DONE: PUT handler at lines 7963-7981 already has INT_KEYS (parseInt+isFinite+Math.max(0)), FLOAT_KEYS (parseFloat+clamp 0-1), BOOL_KEYS (strict coercion), unknown keys skipped, invalid values rejected with reason code.",Audit finding (2026-02-20): Originally HIGH severity. Verified 2026-02-21: validation already implemented.,2026-02-21T12:00
src/pipeline/runProduct.js (catch block),verified_not_bug,yes,,S5B-bugfix,VERIFIED ALREADY DONE: Line 3055 already has catch (err) with String(err?.message || err || 'unknown') logged in evidence_index_write_failed event. No bare catch blocks exist in runProduct.js.,Audit finding (2026-02-20): Originally MEDIUM severity. Verified 2026-02-21: error logging already present.,2026-02-21T12:00
test/roundSummaryEndpoint.test.js + test/evidenceFreshnessDecay.test.js + test/evidenceSearchEndpoint.test.js,full,yes,,S5B-bugfix,"COMPLETE: (1) roundSummaryEndpoint already tests both flat and wrapped formats (lines 87-116). (2) evidenceFreshnessDecay.test.js line 140 already uses assert.strictEqual(sensorNeed, undefined). (3) Added text truncation boundary test (500 chars) and unknown dedupe outcome test to evidenceSearchEndpoint.test.js. (4) Shared objects verified not mutated by computeNeedSet (pure function). 9 evidence search tests pass.",Sprint 5B (2026-02-21): Sub-items 1-2 verified already fixed. Sub-items 3-4: 2 new boundary tests added; mutation verified impossible.,2026-02-21T12:00
implementation/ai-indexing-plans/PHASE-09-convergence-loop-stop-conditions.md,full,yes,,S5B-convergence-wire,"COMPLETE: runConvergenceLoop wired into commandIndexLab via --convergence flag (opt-in, default off). bridgeAsLogger adapter converts runtimeBridge to convergence logger. Data bridge fixed: provenance read from roundResult top-level (not summary), field_reasoning read as snake_case. final_result exposed in loop return for CLI compatibility. 26 convergence tests pass (3 new: data bridge, final_result, bridgeAsLogger). Acceptance test (Item 64b) pending manual run.",Sprint 5B (2026-02-21): Convergence loop wired to production CLI. #1 accuracy blocker resolved.,2026-02-21T12:00
src/pipeline/automationQueue.js,full,yes,,S6-decompose-learn,COMPLETE: AutomationQueue class with SQLite tables (automation_jobs + automation_actions). State machine: queued→running→done/failed. Dedupe by dedupe_key. Query by status/jobType. 8 tests in automationQueue.test.js. Worker loop + TTL policy deferred to Sprint 7.,Sprint 6 Step 10 — Durable queue foundations implemented. Worker loop deferred.,2026-02-21T16:00
src/pipeline/consensusPhase.js,full,yes,,S6-decompose-learn,COMPLETE: executeConsensusPhase() extracts runConsensusEngine + applySelectionPolicyReducers + applyListUnionReducers from runProduct.js. Characterization tests written before extraction. 5 tests in consensusPhase.test.js. Wired into runProduct.js replacing inline consensus block.,Sprint 6 Step 2 — TDD extraction completed. 0 regressions.,2026-02-21T14:00
src/pipeline/learningExportPhase.js,full,yes,,S6-decompose-learn,COMPLETE: runLearningExportPhase() with dependency injection pattern (all functions passed as parameters). Extracts persist learning → export artifacts → write finals → write review → cleanup. 5 tests in learningExportPhase.test.js. Wired into runProduct.js.,Sprint 6 Step 3 — TDD extraction completed. 0 regressions.,2026-02-21T14:30
src/pipeline/runProduct.js (helper audit),full,yes,,S6-decompose-learn,COMPLETE: 6 helper groups extracted to src/pipeline/helpers/: cryptoHelpers.js (5 functions); urlHelpers.js (8 functions); provenanceHelpers.js (5 functions); candidateHelpers.js (8 functions); evidenceHelpers.js (6 functions); reasoningHelpers.js (3 functions). 59 tests across 6 test files. runProduct.js reduced from 5079 to 4280 lines (-799 lines; -15.7%).,Sprint 6 Step 4 — 6 helper groups extracted with TDD. Target was <3000; reached 4280. Remaining helpers need Groups 7-10 in Sprint 7.,2026-02-21T15:00
src/learning/learningUpdater.js (TDD),full,yes,,S6-decompose-learn,COMPLETE: 9 failing tests written first for evaluateLearningGate: reject confidence below threshold; reject refs insufficient; reject field not accepted; reject tier criteria not met; reject component not accepted; accept when all gates pass; custom threshold override; default minRefs; null safety. All RED before implementation.,Sprint 6 Step 6 — TDD tests written first. All 9 tests RED.,2026-02-21T15:30
src/learning/learningUpdater.js,full,yes,,S6-decompose-learn,COMPLETE: evaluateLearningGate() with 5 acceptance gates: confidence >= 0.85 (configurable); refsFound >= minRefs (default 2); fieldStatus === 'accepted'; at least one Tier 1/2 in tierHistory; componentReviewStatus === 'accepted' when componentRef present. Returns { accepted; reason }. 9 tests pass.,Sprint 6 Step 7 — Implementation makes all 9 gate tests green.,2026-02-21T15:30
src/learning/learningStores.js,full,yes,,S6-decompose-learn,COMPLETE: 4 store classes: ComponentLexiconStore (90-day decay; 180-day expire); FieldAnchorsStore (60-day decay); UrlMemoryStore (upsert increments used_count; 120-day decay); DomainFieldYieldStore (seen/used tracking; yield_ratio; getLowYieldDomains). All SQLite-backed. 8 tests in learningStores.test.js.,Sprint 6 Step 8 — Four learning stores with decay/expiration implemented.,2026-02-21T15:45
src/learning/learningSuggestionEmitter.js,full,yes,,S6-decompose-learn,COMPLETE: 3 export functions: buildSearchHints; buildAnchorsSuggestions; buildKnownValuesSuggestions. Each maps accepted updates to standard shape { field; value; evidence_refs; acceptance_stats; source_run_id }. No mutation to compiled rules. 5 tests in learningSuggestions.test.js.,Sprint 6 Step 9 — Studio suggestion artifacts implemented. Rollback-safe: propose only.,2026-02-21T16:00
src/indexlab/runtimeBridge.js,full,yes,,S6-decompose-learn,COMPLETE: Event audit found 2 gaps: (1) visual_asset_captured — no handler; (2) run_completed — handled but not emitted as event. Both fixed. visual_asset_captured handler emits to 'fetch' stage with url/screenshot_uri/quality_score/dimensions. run_completed now emits to 'runtime' stage with identity/counters. 4 tests in runtimeBridgeEventAudit.test.js.,Sprint 6 Step 11 Item 26 — Event audit completed. 2 gaps fixed; 4 characterization tests.,2026-02-21T16:30
src/pipeline/runOrchestrator.js (keyMigration),full,yes,,S6-decompose-learn,COMPLETE: validateAndMigrateKeys() pure function in runOrchestrator.js. Accepts data/migrationMap/knownKeys. Returns { migrated; unknown; migratedKeys }. Old keys mapped to new; known keys passed through; unknown keys flagged. 7 tests in convergenceKeyMigration.test.js. Full convergence wiring deferred to Sprint 7.,Sprint 6 Step 11 Item 27 — Key migration foundation implemented. Full wiring deferred.,2026-02-21T16:30
src/scoring/consensusEngine.js,full,yes,,S6-decompose-learn,COMPLETE: 3 verification tests added to consensusEngine.test.js: (1) Tier-1 LLM (0.6) beats Tier-3 deterministic on conflict; (2) Tier-3 LLM (0.2) loses to Tier-1 deterministic; (3) custom consensusTier4Weight overrides implicit 0.4 fallback. All 3 pass — knobs already wired from Sprint 4A.,Sprint 6 Step 5 — Config knob verification tests confirm Sprint 4A wiring is correct.,2026-02-21T15:15
src/validator/identityGate.js (tiered threshold),full,yes,,Order29-Step1,COMPLETE: Removed Math.max(certainty 0.99) override → Math.max(certainty 0.95). identityGatePublishThreshold=0.70 config knob added. certainty_below_publish_threshold check uses 0.70 not 0.99. 5 TDD tests pass.,Order 29 Step 1 — Tiered identity gate threshold. Old 0.99 was mathematically unreachable for real products.,2026-02-22T10:00
src/validator/identityGate.js (contradiction relaxation),full,yes,,Order29-Step2,COMPLETE: 4 relaxations — connectionClassesCompatible() fuzzy match (wireless vs wireless/wired no longer conflicts); sensorTokenOverlap() with 0.6 overlap threshold; dimensionConflict() tolerance >1mm→>3mm; skuTokenOverlap() regional variants no longer conflict. buildIdentityCriticalContradictions exported. 6 TDD tests pass.,Order 29 Step 2 — Cross-source contradiction detection was triggering false positives on real products.,2026-02-22T10:00
src/pipeline/runOrchestrator.js (identity fast-fail),full,yes,,Order29-Step3,COMPLETE: evaluateStopConditions() gains identityStuckRounds + identityFailFastRounds params. identity_gate_stuck stop condition fires after 1 stuck round (default). runConvergenceLoop tracks identity certainty improvement per round; resets counter on 0.05+ improvement. convergenceIdentityFailFastRounds=1 config knob. 4 TDD tests pass.,Order 29 Step 3 — Convergence loop wasted 75-150 min per identity-stuck product. Now fails fast after 1 round.,2026-02-22T10:00
src/config.js (performance tuning),full,yes,,Order29-Step4,COMPLETE: Standard profile defaults tuned — perHostMinDelayMs 900→300; pageGotoTimeoutMs 30000→15000; pageNetworkIdleTimeoutMs 6000→2000; discoveryMaxQueries 8→6; discoveryMaxDiscovered 120→80; convergenceMaxRounds 5→3; convergenceMaxLowQualityRounds 3→1; convergenceNoProgressLimit 3→2. ~75% fetch time reduction estimated. 1 TDD test.,Order 29 Step 4 — Standard profile timeouts were 3-10x too slow for real-world runs.,2026-02-22T10:00
src/pipeline/runProduct.js (soft identity gate),full,yes,,Order29-Step5,COMPLETE: Replaced binary abort (validated && confidence >= 0.99) with 3-tier system — Full (>=0.70): normal extraction; Provisional (0.50-0.70): extraction runs with identity_provisional tag; Abort (<0.50): all fields=unk. deriveNeedSetIdentityState thresholds aligned (locked=0.95 provisional=0.70). publishable check uses identityPublishThreshold. 3 TDD tests pass.,Order 29 Step 5 — Zero extraction ever ran because the binary gate blocked everything. Now extraction proceeds in provisional band.,2026-02-22T10:30
src/validator/qualityGate.js (threshold fix),full,yes,,Order29-Step6,COMPLETE: identity_confidence_ok threshold fixed 0.99→0.70. Aligns with tiered identity gate system.,Order 29 Step 6 audit — Hardcoded 0.99 in qualityGate.js contradicted the new tiered system.,2026-02-22T10:30
src/indexlab/needsetEngine.js (threshold fix),full,yes,,Order29-Step6,COMPLETE: normalizeIdentityState() thresholds aligned — locked 0.99→0.95; provisional 0.9→0.70. Consistent with deriveNeedSetIdentityState in runProduct.js.,Order 29 Step 6 audit — needsetEngine used stale 0.99/0.9 thresholds creating divergent identity state classification.,2026-02-22T10:30
tools/run-benchmark.mjs,full,yes,,Order29-Step7,COMPLETE: 15-mouse × 3-run benchmark harness. Per-run metrics (wall clock; identity certainty; fields extracted; sources; confidence). Aggregate stats (mean/median/p95). JSON + Markdown output. --profile and --product flags.,Order 29 Step 7 — Benchmark harness for validating identity gate fix + performance tuning.,2026-02-22T11:00
implementation/ai-indexing-plans/PHASE-05-parallel-fetch-parse.md,full,yes,1,S7-track-b,"COMPLETE: Bounded concurrent fetch scheduler in src/concurrency/ — HostPacer (per-host delay enforcement); FallbackPolicy (error-type-to-action mapping; 10 outcome keys); FetchScheduler (WorkerPool + HostPacer composition; drainQueue with concurrency/perHostDelay/maxRetries). Feature-flagged via FETCH_SCHEDULER_ENABLED (default false). Config knobs: fetchSchedulerEnabled; fetchSchedulerMaxRetries; fetchSchedulerFallbackWaitMs. Wired into runProduct.js with conditional path. 6 event types emitted. GUI Scheduler & Fallback panel in Phase 05 tab. 84 new tests (hostPacer 12; fallbackPolicy 25; fetchScheduler 24; config 3; integration 10; dynamicCrawlerFallback 6; runtimeBridge 3). 2323 total tests pass.",Sprint 7 Track B Items 53+54 — TDD implementation completed. 10-step plan fully executed.,2026-02-22T18:00
implementation/ai-indexing-plans/PHASE-05-parallel-fetch-parse.md,full,yes,2,S7-track-b,"COMPLETE: Dual-source resilience — classifyFetchError() in dynamicCrawlerService.js replaces isNoResultError() as sole fallback trigger. 403/timeout/5xx/network errors now trigger fetcher mode fallback (crawlee→playwright→http). 429 preserved as rate_limited (no mode switch). FallbackPolicy pure functions: classifyFallbackAction(); resolveFallbackModes(); buildFallbackDecision(). Scheduler integrates fallback with per-URL retry envelope and exhaustion tracking. Telemetry includes degraded_from_mode and degraded_reason. RuntimeBridge handles scheduler_fallback_started/succeeded/exhausted events.",Sprint 7 Track B Items 53+54 — Dual-source resilience implemented as part of scheduler + DynamicCrawlerService enhancement.,2026-02-22T18:00
src/pipeline/helpers/ (Groups 7-10),full,yes,3,S7-track-b,"COMPLETE: 4 helper modules extracted — identityHelpers.js (8 functions), runtimeHelpers.js (10 functions), scoringHelpers.js (5 functions), typeHelpers.js (4 functions). 88 characterization tests. runProduct.js 4280→3955 LOC. Combined with Groups 1-6: 10 helper modules total, 147 tests.",Sprint 7 Item 61 — TDD characterization tests + extraction completed. 0 regressions.,2026-02-22T22:00
implementation/ai-indexing-plans/PHASE-11-workers-runtime-control.md,full,yes,4,S7-track-a,"COMPLETE: LaneManager class in src/concurrency/laneManager.js — 4 lanes (search/fetch/parse/llm) with independent concurrency limits (default 2/4/4/2). Runtime-configurable via setConcurrency(). Pause/resume per lane. Budget enforcement integration via dispatchWithBudget(). Lane concurrency knobs added to convergence-settings API (GET/PUT). 11 TDD tests in laneManager.test.js. Barrel export updated.",Sprint 7 Track A Item 55 — LaneManager + config knobs + TDD tests. WorkerPanel.tsx GUI panel created.,2026-02-22T23:00
